coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,fusion_group_2013,fission_group_2013,growth_ratio_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,fusion_group_2014,fission_group_2014,growth_ratio_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,fusion_group_2015,fission_group_2015,growth_ratio_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,fusion_group_2016,fission_group_2016,growth_ratio_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,fusion_group_2017,fission_group_2017,growth_ratio_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,fusion_group_2018,fission_group_2018,growth_ratio_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,fusion_group_2019,fission_group_2019,growth_ratio_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,fusion_group_2020,fission_group_2020,growth_ratio_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,fusion_group_2021,fission_group_2021,growth_ratio_2021,dynamics_2021,length_2022,width_2022,height_2022,observer_2022,note_2022,note_extra_2022,fusion_group_2022,fission_group_2022,growth_ratio_2022,dynamics_2022,length_2023,width_2023,height_2023,observer_2023,note_2023,note_extra_2023,fusion_group_2023,fission_group_2023,growth_ratio_2023,dynamics_2023
3210,LTER2,OR,T1,Poc,0.76,73,3,1.6,2.3,2.6,MK,NA,NA,NA,NA,NA,NA,1.2,2.6,2.1,EW,NA,NA,NA,NA,0.907692307692308,NA,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3211,LTER2,OR,T1,Por,0.77,20,12,1.7,20.9,2.8,MK,NA,NA,NA,NA,NA,NA,2.9,1.8,0.2,EW,NA,NA,NA,NA,0.192913385826772,NA,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3212,LTER2,OR,T1,Poc,0.78,41,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,2.5,1.4,2.2,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,NA,NA,NA,Death,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3213,LTER2,OR,T1,Poc,0.79,79,6,3.7,3.5,4,MK,NA,NA,NA,NA,NA,NA,8.4,5.1,4.5,EW,NA,NA,NA,NA,1.60714285714286,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3214,LTER2,OR,T1,Poc,0.8,81,18,4.1,4.1,4.4,MK,NA,NA,NA,NA,NA,NA,6.2,7.3,6.6,EW,NA,NA,NA,NA,1.5952380952381,Growth,8.6,7.8,8.4,CA,NA,NA,NA,NA,1.23383084577114,Growth,11.9,9.9,10.2,MK,NA,NA,NA,NA,1.29032258064516,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10.7,12,HSL,NA,NA,NA,NA,NA,NA,25,18.5,14.1,HSL,NA,NA,NA,NA,1.56948228882834,Growth,18.5,17,17.5,NA,NA,NA,NA,NA,0.920138888888889,NA,24,18.8,21,HSL,NA,NA,NA,NA,1.20377358490566,Growth,20,14,8.6,MK,NA,NA,NA,NA,0.667711598746082,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3215,LTER2,OR,T1,Acr,0.81,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1,HSL,NA,R,NA,NA,NA,Recruitment,NA,NA,NA,HSL,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3216,LTER2,OR,T1,Por,0.82,17,15,2.5,2.5,2.6,MK,NA,NA,NA,NA,NA,NA,4.2,5.2,1.8,EW,NA,NA,NA,NA,1.47368421052632,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3217,LTER2,OR,T1,Por,0.82,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.5,4.4,MK,P.verucossa,NA,NA,NA,NA,NA
3218,LTER2,OR,T1,Poc,0.82,65,6,6.9,4.4,6.4,MK,NA,NA,NA,NA,NA,NA,8.5,7.2,10.4,EW,NA,NA,NA,NA,1.47457627118644,Growth,10.4,11.5,10.6,CA,NA,NA,NA,NA,1.24521072796935,Growth,14.1,13.7,15.2,MK,NA,NA,NA,NA,1.32307692307692,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,17,22,HSL,NA,NA,NA,NA,NA,NA,24,25.5,23.7,HSL,NA,NA,NA,NA,1.23025210084034,Growth,26.5,24.5,25.5,NA,NA,NA,NA,NA,1.04508196721311,Growth,27.5,28.3,20.3,HSL,NA,NA,NA,NA,0.994771241830065,NA,15.5,12.8,15.4,MK,NA,NA,NA,NA,0.574244415243101,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3219,LTER2,OR,T1,Poc,0.83,20,15,4.1,4.1,5.1,MK,NA,NA,NA,NA,NA,NA,6,6.8,4.7,EW,NA,NA,NA,NA,1.31578947368421,Growth,9.6,7.6,7.8,CA,NA,NA,NA,NA,1.42857142857143,Growth,11.9,9.3,8.9,MK,NA,NA,NA,NA,1.204,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,11,14,HSL,NA,NA,NA,NA,NA,NA,16.9,13.5,14.8,HSL,NA,NA,NA,NA,1.08915662650602,Growth,21.5,13.5,15,NA,NA,NA,NA,NA,1.10619469026549,Growth,23,15.3,16,HSL,NA,NA,NA,NA,1.086,Growth,7.2,9.9,11.9,MK,NA,NA,NA,NA,0.534069981583794,NA,13.3,10,7.5,NA,P.verucossa,NA,NA,NA,1.06206896551724,Growth
3220,LTER2,OR,T1,Poc,0.83,43,8,6,5,5.2,MK,NA,NA,NA,NA,NA,NA,6.9,7.6,7.1,EW,NA,NA,NA,NA,1.33333333333333,Growth,10,9.5,11.1,CA,NA,NA,NA,NA,1.41666666666667,Growth,10.9,10.8,9.9,MK,NA,NA,NA,NA,1.03267973856209,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,11,HSL,NA,millipora,NA,NA,NA,NA,13,13.8,13.5,HSL,NA,NA,NA,NA,1.11944444444444,Growth,14.7,11.5,22.1,NA,NA,NA,NA,NA,1.1985111662531,Growth,16.5,17.3,23.3,HSL,NA,NA,NA,NA,1.18219461697723,Growth,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3221,LTER2,OR,T1,Poc,0.86,22,16,3.1,3,3.5,MK,NA,NA,NA,NA,NA,NA,5.9,4.6,3.8,EW,NA,NA,NA,NA,1.48958333333333,Growth,6.8,7.1,7,CA,NA,NA,NA,NA,1.46153846153846,Growth,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3222,LTER2,OR,T1,Por,0.86,99,4,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,5.6,4.7,2.9,EW,Ed,NA,NA,NA,NA,Edge,5.5,2.6,3.7,CA,Ed,NA,NA,NA,0.893939393939394,Edge,7,3.6,6,MK,NA,NA,NA,NA,1.40677966101695,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7,1.2,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3223,LTER2,OR,T1,Poc,0.88,77,7,1.1,0.7,1.1,MK,NA,NA,NA,NA,NA,NA,1.2,1.2,1.1,EW,NA,NA,NA,NA,1.20689655172414,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3224,LTER2,OR,T1,Por,0.89,41,7,2.8,1.8,2,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3225,LTER2,OR,T1,Poc,0.9,34,16,8.3,6.3,6.2,MK,Bi,NA,NA,NA,NA,NA,10.1,9.5,8.2,EW,NA,NA,NA,NA,1.33653846153846,Growth,20,15.4,16.6,CA,Fu2,NA,2,NA,1.8705035971223,"Growth, Fusion2",26.8,20.7,14.2,MK,14.2,NA,NA,NA,1.18653846153846,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,9,7,HSL,NA,3/4 dead,NA,NA,NA,NA,14,12,9,NA,NA,NA,NA,NA,1.2280701754386,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3226,LTER2,OR,T1,Mil,0.91,13,15,20.7,21.3,17.9,MK,NA,NA,NA,NA,NA,NA,19.3,22.3,19,EW,NA,NA,NA,NA,1.01168614357262,Growth,NA,NA,NA,CA,Fu3,NA,3,NA,NA,Fusion3,54.2,30,25.1,MK,Fi1,NA,NA,1,NA,Fission1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3227,LTER2,OR,T1,Poc,0.92,39,14,7.8,6.2,5.5,MK,NA,NA,NA,NA,NA,NA,12.4,7.9,7.4,EW,NA,NA,NA,NA,1.42051282051282,Growth,NA,NA,NA,CA,Fu2,NA,2,NA,NA,Fusion2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3228,LTER2,OR,T1,Poc,0.92,72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,3.7,3.3,MK,P.verucossa,NA,NA,NA,NA,NA
3229,LTER2,OR,T1,Acr,0.93,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,HSL,NA,R,NA,NA,NA,Recruitment,4,4.1,3.2,HSL,NA,NA,NA,NA,3.76666666666667,Growth,6,4,3.2,NA,NA,NA,NA,NA,1.16814159292035,Growth,NA,NA,NA,HSL,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3230,LTER2,OR,T1,Por,0.95,0,9,5.1,2.8,3.1,MK,NA,NA,NA,NA,NA,NA,13.1,9.9,10.8,EW,NA,NA,NA,NA,3.07272727272727,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3231,LTER2,OR,T1,Poc,0.96,42,9,4.5,3.6,3.6,MK,NA,NA,NA,NA,NA,NA,9.8,6.2,5.3,EW,NA,NA,NA,NA,1.82051282051282,Growth,NA,NA,NA,CA,Fu2,NA,2,NA,NA,Fusion2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,LTER2,OR,T1,Poc,0.96,72,10,0.6,0.4,0.6,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,LTER2,OR,T1,Poc,0.97,72,11,0.7,0.4,0.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3234,LTER2,OR,T1,Poc,0.97,73,10,1.8,1,1.4,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3235,LTER2,OR,T1,Poc,0.99,78,10,2.9,2.1,2,MK,NA,NA,NA,NA,NA,NA,5.4,4.3,3.7,EW,NA,NA,NA,NA,1.91428571428571,Growth,8.5,7.4,6.6,CA,NA,NA,NA,NA,1.67910447761194,Growth,12.8,9,8.5,MK,NA,NA,NA,NA,1.34666666666667,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,17,9,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3236,LTER2,OR,T1,Poc,1,66,10,8,5,5.5,MK,NA,NA,NA,NA,NA,NA,9.9,7.6,7.4,EW,NA,NA,NA,NA,1.34594594594595,Growth,11.5,12.1,9.6,CA,NA,NA,NA,NA,1.33333333333333,Growth,11.5,9.5,8,MK,NA,NA,NA,NA,0.873493975903614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.5,7.5,HSL,NA,NA,NA,NA,NA,NA,18,13.7,13.2,HSL,NA,NA,NA,NA,1.18157894736842,Growth,17,14.5,14,NA,NA,NA,NA,NA,1.01336302895323,Growth,15.5,15,12,HSL,NA,NA,NA,NA,0.934065934065934,NA,11.7,7.8,9,MK,NA,NA,NA,NA,0.670588235294118,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3237,LTER2,OR,T1,Poc,1,88,10,2.2,1.5,1.5,MK,NA,NA,NA,NA,NA,NA,3.6,2.6,1.6,EW,NA,NA,NA,NA,1.5,Growth,4.4,3.7,4.2,CA,NA,NA,NA,NA,1.57692307692308,Growth,6,5.3,5.3,MK,NA,NA,NA,NA,1.34959349593496,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,17,12,HSL,NA,NA,NA,NA,NA,NA,22.7,18.1,13.6,HSL,NA,NA,NA,NA,1.14526315789474,Growth,21.8,14.8,13,NA,NA,NA,NA,NA,0.911764705882353,NA,22,14.5,15.2,HSL,NA,NA,NA,NA,1.04233870967742,Growth,23.5,14,10.8,MK,NA,NA,NA,NA,0.934235976789168,NA,17.2,13.2,11.2,MK,NA,NA,NA,NA,0.86128364389234,NA
3238,LTER2,OR,T1,Acr,1.01,11,5,4.2,3.5,4.2,MK,NA,NA,NA,NA,NA,NA,6.1,4.8,6.8,EW,NA,NA,NA,NA,1.48739495798319,Growth,NA,NA,NA,CA,D,NA,NA,NA,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3239,LTER2,OR,T1,Acr,1.06,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.8,12.4,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16,16,HSL,NA,NA,NA,NA,NA,NA,25.5,18.5,18,HSL,D,NA,NA,NA,1.19001919385797,"Death, Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3240,LTER2,OR,T1,Acr,1.1,15,13.5,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,6.4,5.6,4.4,EW,Ed,NA,NA,NA,NA,Edge,8.2,7.4,10.8,CA,Ed,NA,NA,NA,1.60975609756098,"Growth, Edge",12.5,10.9,8.6,MK,NA,NA,NA,NA,1.21212121212121,Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,17,8,HSL,NA,NA,NA,NA,NA,NA,25,18,11,HSL,NA,NA,NA,NA,1.11340206185567,Growth,26,21,16,NA,NA,NA,NA,NA,1.16666666666667,Growth,18.5,24.7,21,HSL,NA,NA,NA,NA,1.01904761904762,Growth,23.4,21.8,19.4,MK,Globe,NA,NA,NA,1.00623052959502,Growth,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3241,LTER2,OR,T1,Acr,1.1,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,HSL,NA,NA,NA,NA,NA,NA,7.1,5.7,6.4,MK,globe,NA,NA,NA,1.09714285714286,Growth,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3242,LTER2,OR,T1,Por,1.1,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,4.5,4.3,3,HSL,NA,NA,NA,NA,1.475,Growth,NA,NA,NA,MK,Missing ask mohsen,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
3243,LTER2,OR,T1,Acr,1.1,67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,3.1,2.3,3.5,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7,6.5,HSL,NA,NA,NA,NA,NA,NA,9.7,7.3,7.5,HSL,NA,NA,NA,NA,1.16666666666667,Growth,11,7.5,8,NA,NA,NA,NA,NA,1.08163265306122,Growth,13.5,9.5,11.2,HSL,NA,NA,NA,NA,1.29056603773585,Growth,7.3,4.3,4.2,MK,RET,NA,NA,NA,0.461988304093567,NA,3.3,2.6,2.5,MK,Retusa,NA,NA,NA,0.531645569620253,NA
