coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,dynamics_2021
3790,LTER4,BR,P6,Acr,4.5,80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4,2.5,HSL,NA,R,Recruitment,20.1,9,3,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3791,LTER4,BR,P6,Acr,4.55,18,83,5.7,3.2,4.9,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3792,LTER4,BR,P6,Acr,4.55,47,42,9.1,9.7,6.8,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3793,LTER4,BR,P6,Por,4.65,40,0,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,27,26.5,39,CA,NA,NA,NA,22.5,16.3,19.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,25.5,20,HSL,NA,NA,NA,26.5,27.5,15,JG,NA,NA,NA,25,15,10,EW,NA,NA,NA,32,26.5,14.8,HSL,NA,NA,NA
3794,LTER4,BR,P6,Acr,4.9,23,50,NA,NA,NA,MK,NA,NA,NA,8.7,9.6,8.3,EW,NA,NA,NA,16.1,17.2,10,CA,NA,NA,NA,21.7,20.4,11.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,10,7.2,HSL,NA,NA,NA,NA,NA,NA,JG,D,Gone,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3795,LTER4,BR,P6,Acr,5.16,38,70,18.8,18,11.3,MK,Bi,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,LTER4,BR,P6,Acr,5.4,20,60,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,2,2.6,1.6,CA,R,NA,Recruitment,4.6,3.8,4.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3797,LTER4,BR,P6,Acr,5.48,25,75,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,2,2.4,2.8,CA,R,NA,Recruitment,6,5,5.4,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,LTER4,BR,P6,Acr,5.5,18,75,7.8,5.5,5,MK,NA,NA,NA,18.1,9.1,4.7,EW,NA,NA,NA,8,10.6,6.5,CA,NA,NA,NA,11.3,8.1,6.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,LTER4,BR,P6,Acr,5.55,40,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,4.8,2,HSL,NA,R,Recruitment,10,9,4.5,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3800,LTER4,BR,P6,Acr,5.6,40,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6,4,HSL,NA,NA,NA,12.5,11,5.3,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3801,LTER4,BR,P6,Acr,5.65,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,EW,NA,on dead Acr,NA,NA,NA,NA,HSL,D,NA,Death
3802,LTER4,BR,P6,Acr,5.8,40,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4,1,HSL,NA,R,Recruitment,9.5,7.5,7,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3803,LTER4,BR,P6,Acr,5.9,30,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,1,HSL,NA,R,Recruitment,4,5.2,4.5,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3804,LTER4,BR,P6,Acr,6.27,50,65,43.3,36.2,21,MK,Bi,NA,NA,48.5,44.5,21.2,EW,NA,NA,NA,48.1,42,22,CA,NA,NA,NA,39.3,37.7,18.2,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3805,LTER4,BR,P6,Acr,7,16,70,13.9,11.9,8.5,MK,NA,NA,NA,15,11.5,5.3,EW,NA,NA,NA,4.5,7,3.5,CA,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,LTER4,BR,P6,Acr,8.2,17,121,23.4,38.5,12.7,MK,Ve,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3807,LTER4,BR,P6,Acr,8.27,73,91,12.4,7.7,10.8,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3808,LTER4,BR,P6,Acr,8.35,71,106,8.4,6,6.9,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3809,LTER4,BR,P6,Acr,8.47,15,122,7.2,7.6,5,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3810,LTER4,BR,P6,Acr,8.55,10,109,5.1,5.3,5,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3811,LTER4,BR,P6,Acr,8.55,6,109,8.4,6.4,5.1,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3812,LTER4,BR,P6,Acr,8.7,15,95,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,7,8,5,CA,NA,NA,NA,7.1,4.6,4.6,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,12,10,HSL,NA,NA,NA,21,10,14,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3813,LTER4,BR,P6,Acr,8.8,27,102,8,7.4,9,MK,NA,NA,NA,6.9,5.7,4.5,EW,NA,NA,NA,26,21,15.6,CA,NA,NA,NA,27,15,9.8,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,LTER4,BR,P6,Acr,8.8,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,HSL,NA,R,Recruitment,10,4.5,3.9,JG,D,NA,Death,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3815,LTER4,BR,P6,Acr,9,4,110,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,4,4.2,3.3,CA,NA,NA,NA,10,7.9,6.8,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,LTER4,BR,P6,Acr,9.05,25,95,2.3,0.7,1.1,MK,R,NA,Recruitment,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3817,LTER4,BR,P6,Acr,9.1,1,100,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,15,18,13,CA,Ed,NA,NA,8.1,8.3,5.7,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3818,LTER4,BR,P6,Acr,9.1,14,90,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,7,4.5,7,CA,NA,NA,NA,5.6,6.8,4.8,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3819,LTER4,BR,P6,Acr,9.2,60,100,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,8.9,8.2,10,CA,NA,NA,NA,NA,NA,NA,DC,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820,LTER4,BR,P6,Acr,9.35,31,95,3.6,2.7,2,MK,NA,NA,NA,9,4.8,4.7,EW,NA,NA,NA,8.2,10,7.3,CA,NA,NA,NA,11.2,9.1,5.5,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,LTER4,BR,P6,Acr,9.5,0,101,16.4,9.7,18.5,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3822,LTER4,BR,P6,Por,9.73,75,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,22,7.5,HSL,NA,NA,NA,34.5,22.4,10.5,JG,NA,NA,NA,30,22,20,EW,NA,NA,NA,54.5,84.5,20.5,HSL,NA,NA,NA
3823,LTER4,BR,P6,Acr,9.55,20,100,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,6,8,4,CA,NA,NA,NA,6.3,6.2,2.7,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824,LTER4,BR,P6,Acr,9.65,52,103,75,48,8.8,MK,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3825,LTER4,BR,P6,Acr,6.2,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.3,5.1,HSL,NA,NA,NA
3826,LTER4,BR,P6,Mil,2.95,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.5,14.5,HSL,NA,NA,NA
3827,LTER4,BR,P6,Acr,2.5,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.5,8.3,HSL,NA,NA,NA
3828,LTER4,BR,P7,Por,1.3,75,90,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,46,39,24,HSL,NA,NA,NA,53.5,39.5,29.5,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3829,LTER4,BR,P7,Por,1.3,25,40,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,29.9,24.4,33.5,CA,NA,NA,NA,NA,NA,NA,DC,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,LTER4,BR,P7,Por,3.34,77,60,86,80,84,HA,NA,NA,NA,108.1,75.7,62.2,HSL,NA,NA,NA,90,102,62,CA,NA,NA,NA,104,90,75,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,78,71,HSL,NA,NA,NA,119,79,69,JG,NA,NA,NA,120,93,75,EW,NA,NA,NA,NA,NA,NA,HSL,Fu1,NA,Fusion1
3831,LTER4,BR,P7,Por,3.9,26,40,60,35,37,HA,NA,NA,NA,56.4,37.3,38.9,HSL,NA,NA,NA,48,52,43,CA,NA,NA,NA,51,46,37,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,27,10.5,HSL,NA,NA,NA,40.5,30.5,26,JG,NA,NA,NA,55,28,26.5,EW,NA,NA,NA,55,40,41,HSL,NA,NA,NA
3832,LTER4,BR,P7,Por,4.33,82,45,71,43,59,HA,NA,NA,NA,94.7,75,37.5,HSL,Fu1,NA,Fusion1,99,104,80,CA,NA,NA,NA,72,91,40,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3833,LTER4,BR,P7,Por,4.45,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,27.4,EW,NA,NA,NA,47.5,35.5,17.1,HSL,NA,NA,NA
3834,LTER4,BR,P7,Por,4.7,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60.5,38,EW,NA,NA,NA,68.5,57,41,HSL,NA,NA,NA
3835,LTER4,BR,P7,Por,5,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,11,16,EW,NA,NA,NA,NA,NA,NA,HSL,ou P8 ?,NA,NA
3836,LTER4,BR,P7,Por,5.3,84,120,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,29.4,25.7,31.8,CA,NA,NA,NA,28,30,31,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3837,LTER4,BR,P7,Por,6.7,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5,121,110,JG,NA,NA,NA,124,165.5,149,EW,NA,NA,NA,NA,NA,NA,HSL,ou P8 ?,NA,NA
3838,LTER4,BR,P7,Por,7.15,33,113,NA,NA,NA,HA,NA,NA,NA,41,12.5,26.3,EW,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3839,LTER4,BR,P7,Por,8.15,55,5,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,23.9,24,31.4,CA,NA,NA,NA,22,19,26,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3840,LTER4,BR,P7,Por,9,70,10,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,37.6,36.9,42,CA,NA,NA,NA,39,37,46,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,17,12,HSL,NA,NA,NA,50,53,51,JG,NA,NA,NA,55.5,53,65,EW,NA,NA,NA,57,54.5,66.5,HSL,NA,NA,NA
3841,LTER4,BR,P7,Por,9.55,85,80,80,84,60,HA,NA,NA,NA,77.6,52.6,72.9,HSL,NA,NA,NA,88.1,58.7,80,CA,NA,NA,NA,85,42,74,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,83.5,86,HSL,NA,NA,NA,96.5,94.3,90.5,JG,NA,NA,NA,85,120,91,EW,NA,NA,NA,118,95.5,93,HSL,Fu2,NA,Fusion2
3842,LTER4,BR,P7,Acr,2.25,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,5.5,2,HSL,NA,NA,NA
3843,LTER4,BR,P7,Acr,3.7,77,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,5.4,1.7,HSL,NA,NA,NA
3844,LTER4,BR,P8,Acr,0.3,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.2,3,HSL,NA,R,Recruitment,9.5,9,8.8,JG,D,NA,Death,NA,NA,NA,HSL,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
3845,LTER4,BR,P8,Acr,1.35,84,44,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,9.4,5.5,5.1,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3846,LTER4,BR,P8,Por,3.4,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,19,23,HSL,NA,NA,NA,150,100.5,93,HSL,Fu1,NA,Fusion1
3847,LTER4,BR,P8,Por,4.1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,33,26,HSL,NA,NA,NA,51,33,51,HSL,NA,NA,NA
3848,LTER4,BR,P8,Por,4.3,48,5,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,30.5,28,30,CA,NA,NA,NA,26,35,30,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,36,27.5,HSL,NA,NA,NA,NA,NA,NA,JG,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3849,LTER4,BR,P8,Por,4.94,32,20,70,27,35,HA,NA,NA,NA,NA,NA,NA,HSL,Fu1,NA,Fusion1,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850,LTER4,BR,P8,Por,6.2,40,20,NA,NA,NA,HA,NA,NA,NA,NA,NA,NA,HSL,NA,NA,NA,28,25.6,50.7,CA,NA,NA,NA,22,24,41,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSL,D,D,Death,NA,NA,NA,JG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3851,LTER4,BR,P8,Acr,6.5,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,3,HSL,NA,NA,NA,NA,NA,NA,HSL,D,NA,Death
